date	index_val	source	cpi	daily	food	housing	energy
2013-07-08	107.87572	BPP	0	1	0	0	0
2013-07-09	107.86826	BPP	0	1	0	0	0
2013-07-10	108.00797	BPP	0	1	0	0	0
2013-07-11	108.03484	BPP	0	1	0	0	0
2013-07-12	108.04572	BPP	0	1	0	0	0
2013-07-13	108.07484	BPP	0	1	0	0	0
2013-07-14	108.09857	BPP	0	1	0	0	0
2013-07-15	108.12714	BPP	0	1	0	0	0
2013-07-16	108.10197	BPP	0	1	0	0	0
2013-07-17	108.19244	BPP	0	1	0	0	0
2013-07-18	108.22305	BPP	0	1	0	0	0
2013-07-19	108.23469	BPP	0	1	0	0	0
2013-07-20	108.25177	BPP	0	1	0	0	0
2013-07-21	108.2337	BPP	0	1	0	0	0
2013-07-22	108.21307	BPP	0	1	0	0	0
2013-07-23	108.20755	BPP	0	1	0	0	0
2013-07-24	108.21272	BPP	0	1	0	0	0
2013-07-25	108.23058	BPP	0	1	0	0	0
2013-07-26	108.1944	BPP	0	1	0	0	0
2013-07-27	108.22636	BPP	0	1	0	0	0
2013-07-28	108.21984	BPP	0	1	0	0	0
2013-07-29	108.21721	BPP	0	1	0	0	0
2013-07-30	108.17117	BPP	0	1	0	0	0
2013-07-31	108.20296	BPP	0	1	0	0	0
2013-08-01	108.18575	BPP	0	1	0	0	0
2013-08-02	108.15413	BPP	0	1	0	0	0
2013-08-03	108.16488	BPP	0	1	0	0	0
2013-08-04	108.15749	BPP	0	1	0	0	0
2013-08-05	108.16259	BPP	0	1	0	0	0
2013-08-06	108.14262	BPP	0	1	0	0	0
2013-08-07	108.15048	BPP	0	1	0	0	0
2013-08-08	108.134	BPP	0	1	0	0	0
2013-08-09	108.07494	BPP	0	1	0	0	0
2013-08-10	108.08898	BPP	0	1	0	0	0
2013-08-11	108.04428	BPP	0	1	0	0	0
2013-08-12	108.0395	BPP	0	1	0	0	0
2013-08-13	108.02578	BPP	0	1	0	0	0
2013-08-14	108.05769	BPP	0	1	0	0	0
2013-08-15	108.06301	BPP	0	1	0	0	0
2013-08-16	108.02982	BPP	0	1	0	0	0
2013-08-17	108.03606	BPP	0	1	0	0	0
2013-08-18	108.04594	BPP	0	1	0	0	0
2013-08-19	108.05902	BPP	0	1	0	0	0
2013-08-20	108.03558	BPP	0	1	0	0	0
2013-08-21	108.07803	BPP	0	1	0	0	0
2013-08-22	108.06215	BPP	0	1	0	0	0
2013-08-23	108.05605	BPP	0	1	0	0	0
2013-08-24	108.04858	BPP	0	1	0	0	0
2013-08-25	108.05617	BPP	0	1	0	0	0
2013-08-26	108.0491	BPP	0	1	0	0	0
2013-08-27	108.04254	BPP	0	1	0	0	0
2013-08-28	108.06654	BPP	0	1	0	0	0
2013-08-29	108.06964	BPP	0	1	0	0	0
2013-08-30	108.06335	BPP	0	1	0	0	0
2013-08-31	108.10691	BPP	0	1	0	0	0
2013-09-01	108.11819	BPP	0	1	0	0	0
2013-09-02	108.13234	BPP	0	1	0	0	0
2013-09-03	108.13355	BPP	0	1	0	0	0
2013-09-04	108.20731	BPP	0	1	0	0	0
2013-09-05	108.20525	BPP	0	1	0	0	0
2013-09-06	108.17999	BPP	0	1	0	0	0
2013-09-07	108.19684	BPP	0	1	0	0	0
2013-09-08	108.20302	BPP	0	1	0	0	0
2013-09-09	108.21439	BPP	0	1	0	0	0
2013-09-10	108.20536	BPP	0	1	0	0	0
2013-09-11	108.30193	BPP	0	1	0	0	0
2013-09-12	108.24695	BPP	0	1	0	0	0
2013-09-13	108.22292	BPP	0	1	0	0	0
2013-09-14	108.19824	BPP	0	1	0	0	0
2013-09-15	108.17313	BPP	0	1	0	0	0
2013-09-16	108.17616	BPP	0	1	0	0	0
2013-09-17	108.15646	BPP	0	1	0	0	0
2013-09-18	108.27567	BPP	0	1	0	0	0
2013-09-19	108.25356	BPP	0	1	0	0	0
2013-09-20	108.20363	BPP	0	1	0	0	0
2013-09-21	108.21095	BPP	0	1	0	0	0
2013-09-22	108.20806	BPP	0	1	0	0	0
2013-09-23	108.20253	BPP	0	1	0	0	0
2013-09-24	108.17398	BPP	0	1	0	0	0
2013-09-25	108.29002	BPP	0	1	0	0	0
2013-09-26	108.27889	BPP	0	1	0	0	0
2013-09-27	108.24846	BPP	0	1	0	0	0
2013-09-28	108.26642	BPP	0	1	0	0	0
2013-09-29	108.24451	BPP	0	1	0	0	0
2013-09-30	108.22179	BPP	0	1	0	0	0
2013-10-01	108.20396	BPP	0	1	0	0	0
2013-10-02	108.29915	BPP	0	1	0	0	0
2013-10-03	108.28194	BPP	0	1	0	0	0
2013-10-04	108.26704	BPP	0	1	0	0	0
2013-10-05	108.25861	BPP	0	1	0	0	0
2013-10-06	108.2466	BPP	0	1	0	0	0
2013-10-07	108.22672	BPP	0	1	0	0	0
2013-10-08	108.30517	BPP	0	1	0	0	0
2013-10-09	108.39082	BPP	0	1	0	0	0
2013-10-10	108.39352	BPP	0	1	0	0	0
2013-10-11	108.37212	BPP	0	1	0	0	0
2013-10-12	108.37514	BPP	0	1	0	0	0
2013-10-13	108.34731	BPP	0	1	0	0	0
2013-10-14	108.36008	BPP	0	1	0	0	0
2013-10-15	108.27763	BPP	0	1	0	0	0
2013-10-16	108.38979	BPP	0	1	0	0	0
2013-10-17	108.41621	BPP	0	1	0	0	0
2013-10-18	108.38862	BPP	0	1	0	0	0
2013-10-19	108.41876	BPP	0	1	0	0	0
2013-10-20	108.42004	BPP	0	1	0	0	0
2013-10-21	108.42697	BPP	0	1	0	0	0
2013-10-22	108.42316	BPP	0	1	0	0	0
2013-10-23	108.40218	BPP	0	1	0	0	0
2013-10-24	108.41093	BPP	0	1	0	0	0
2013-10-25	108.38533	BPP	0	1	0	0	0
2013-10-26	108.37514	BPP	0	1	0	0	0
2013-10-27	108.36244	BPP	0	1	0	0	0
2013-10-28	108.36081	BPP	0	1	0	0	0
2013-10-29	108.3159	BPP	0	1	0	0	0
2013-10-30	108.38447	BPP	0	1	0	0	0
2013-10-31	108.46536	BPP	0	1	0	0	0
2013-11-01	108.50166	BPP	0	1	0	0	0
2013-11-02	108.54001	BPP	0	1	0	0	0
2013-11-03	108.53681	BPP	0	1	0	0	0
2013-11-04	108.51023	BPP	0	1	0	0	0
2013-11-05	108.48966	BPP	0	1	0	0	0
2013-11-06	108.49712	BPP	0	1	0	0	0
2013-11-07	108.47605	BPP	0	1	0	0	0
2013-11-08	108.48217	BPP	0	1	0	0	0
2013-11-09	108.47475	BPP	0	1	0	0	0
2013-11-10	108.45889	BPP	0	1	0	0	0
2013-11-11	108.42147	BPP	0	1	0	0	0
2013-11-12	108.38895	BPP	0	1	0	0	0
2013-11-13	108.45703	BPP	0	1	0	0	0
2013-11-14	108.4684	BPP	0	1	0	0	0
2013-11-15	108.4453	BPP	0	1	0	0	0
2013-11-16	108.46944	BPP	0	1	0	0	0
2013-11-17	108.48804	BPP	0	1	0	0	0
2013-11-18	108.47562	BPP	0	1	0	0	0
2013-11-19	108.4586	BPP	0	1	0	0	0
2013-11-20	108.48717	BPP	0	1	0	0	0
2013-11-21	108.50027	BPP	0	1	0	0	0
2013-11-22	108.49132	BPP	0	1	0	0	0
2013-11-23	108.51285	BPP	0	1	0	0	0
2013-11-24	108.5289	BPP	0	1	0	0	0
2013-11-25	108.54118	BPP	0	1	0	0	0
2013-11-26	108.53979	BPP	0	1	0	0	0
2013-11-27	108.57243	BPP	0	1	0	0	0
2013-11-28	108.5647	BPP	0	1	0	0	0
2013-11-29	108.59511	BPP	0	1	0	0	0
2013-11-30	108.64465	BPP	0	1	0	0	0
2013-12-01	108.63937	BPP	0	1	0	0	0
2013-12-02	108.65407	BPP	0	1	0	0	0
2013-12-03	108.6515	BPP	0	1	0	0	0
2013-12-04	108.67326	BPP	0	1	0	0	0
2013-12-05	108.59052	BPP	0	1	0	0	0
2013-12-06	108.54204	BPP	0	1	0	0	0
2013-12-07	108.58155	BPP	0	1	0	0	0
2013-12-08	108.58085	BPP	0	1	0	0	0
2013-12-09	108.50394	BPP	0	1	0	0	0
2013-12-10	108.55903	BPP	0	1	0	0	0
2013-12-11	108.60494	BPP	0	1	0	0	0
2013-12-12	108.58826	BPP	0	1	0	0	0
2013-12-13	108.54913	BPP	0	1	0	0	0
2013-12-14	108.56149	BPP	0	1	0	0	0
2013-12-15	108.49356	BPP	0	1	0	0	0
2013-12-16	108.47478	BPP	0	1	0	0	0
2013-12-17	108.5187	BPP	0	1	0	0	0
2013-12-18	108.6038	BPP	0	1	0	0	0
2013-12-19	108.60661	BPP	0	1	0	0	0
2013-12-20	108.56989	BPP	0	1	0	0	0
2013-12-21	108.61238	BPP	0	1	0	0	0
2013-12-22	108.6572	BPP	0	1	0	0	0
2013-12-23	108.68267	BPP	0	1	0	0	0
2013-12-24	108.6927	BPP	0	1	0	0	0
2013-12-25	108.75011	BPP	0	1	0	0	0
2013-12-26	108.78607	BPP	0	1	0	0	0
2013-12-27	108.78284	BPP	0	1	0	0	0
2013-12-28	108.82462	BPP	0	1	0	0	0
2013-12-29	108.86206	BPP	0	1	0	0	0
2013-12-30	108.8955	BPP	0	1	0	0	0
2013-12-31	108.88634	BPP	0	1	0	0	0
2014-01-01	109.18228	BPP	0	1	0	0	0
2014-01-02	109.06898	BPP	0	1	0	0	0
2014-01-03	109.04842	BPP	0	1	0	0	0
2014-01-04	109.05473	BPP	0	1	0	0	0
2014-01-05	109.04522	BPP	0	1	0	0	0
2014-01-06	109.05853	BPP	0	1	0	0	0
2014-01-07	109.06361	BPP	0	1	0	0	0
2014-01-08	109.0847	BPP	0	1	0	0	0
2014-01-09	109.09105	BPP	0	1	0	0	0
2014-01-10	109.06255	BPP	0	1	0	0	0
2014-01-11	109.07394	BPP	0	1	0	0	0
2014-01-12	109.07658	BPP	0	1	0	0	0
2014-01-13	109.07288	BPP	0	1	0	0	0
2014-01-14	109.05984	BPP	0	1	0	0	0
2014-01-15	109.06846	BPP	0	1	0	0	0
2014-01-16	109.08762	BPP	0	1	0	0	0
2014-01-17	109.07194	BPP	0	1	0	0	0
2014-01-18	109.06005	BPP	0	1	0	0	0
2014-01-19	109.04948	BPP	0	1	0	0	0
2014-01-20	109.05855	BPP	0	1	0	0	0
2014-01-21	109.04608	BPP	0	1	0	0	0
2014-01-22	109.04786	BPP	0	1	0	0	0
2014-01-23	109.0575	BPP	0	1	0	0	0
2014-01-24	109.06345	BPP	0	1	0	0	0
2014-01-25	109.06927	BPP	0	1	0	0	0
2014-01-26	109.05982	BPP	0	1	0	0	0
2014-01-27	109.06068	BPP	0	1	0	0	0
2014-01-28	109.03647	BPP	0	1	0	0	0
2014-01-29	109.02716	BPP	0	1	0	0	0
2014-01-30	109.02737	BPP	0	1	0	0	0
2014-01-31	109.0249	BPP	0	1	0	0	0
2014-02-01	109.03331	BPP	0	1	0	0	0
2014-02-02	109.04697	BPP	0	1	0	0	0
2014-02-03	109.04016	BPP	0	1	0	0	0
2014-02-04	109.02777	BPP	0	1	0	0	0
2014-02-05	109.03458	BPP	0	1	0	0	0
2014-02-06	109.05047	BPP	0	1	0	0	0
2014-02-07	109.04133	BPP	0	1	0	0	0
2014-02-08	109.05013	BPP	0	1	0	0	0
2014-02-09	109.05389	BPP	0	1	0	0	0
2014-02-10	109.08456	BPP	0	1	0	0	0
2014-02-11	109.10374	BPP	0	1	0	0	0
2014-02-12	109.15101	BPP	0	1	0	0	0
2014-02-13	109.18959	BPP	0	1	0	0	0
2014-02-14	109.23798	BPP	0	1	0	0	0
2014-02-15	109.24244	BPP	0	1	0	0	0
2014-02-16	109.26018	BPP	0	1	0	0	0
2014-02-17	109.2916	BPP	0	1	0	0	0
2014-02-18	109.30096	BPP	0	1	0	0	0
2014-02-19	109.34406	BPP	0	1	0	0	0
2014-02-20	109.38218	BPP	0	1	0	0	0
2014-02-21	109.40814	BPP	0	1	0	0	0
2014-02-22	109.42509	BPP	0	1	0	0	0
2014-02-23	109.4513	BPP	0	1	0	0	0
2014-02-24	109.47298	BPP	0	1	0	0	0
2014-02-25	109.49041	BPP	0	1	0	0	0
2014-02-26	109.52322	BPP	0	1	0	0	0
2014-02-27	109.55197	BPP	0	1	0	0	0
2014-02-28	109.57122	BPP	0	1	0	0	0
2014-03-01	109.59393	BPP	0	1	0	0	0
2014-03-02	109.61762	BPP	0	1	0	0	0
2014-03-03	109.61477	BPP	0	1	0	0	0
2014-03-04	109.61452	BPP	0	1	0	0	0
2014-03-05	109.63593	BPP	0	1	0	0	0
2014-03-06	109.66012	BPP	0	1	0	0	0
2014-03-07	109.68703	BPP	0	1	0	0	0
2014-03-08	109.7151	BPP	0	1	0	0	0
2014-03-09	109.72229	BPP	0	1	0	0	0
2014-03-10	109.72573	BPP	0	1	0	0	0
2014-03-11	109.72342	BPP	0	1	0	0	0
2014-03-12	109.73616	BPP	0	1	0	0	0
2014-03-13	109.74535	BPP	0	1	0	0	0
2014-03-14	109.74724	BPP	0	1	0	0	0
2014-03-15	109.77572	BPP	0	1	0	0	0
2014-03-16	109.77895	BPP	0	1	0	0	0
2014-03-17	109.80373	BPP	0	1	0	0	0
2014-03-18	109.8063	BPP	0	1	0	0	0
2014-03-19	109.82198	BPP	0	1	0	0	0
2014-03-20	109.83959	BPP	0	1	0	0	0
2014-03-21	109.83276	BPP	0	1	0	0	0
2014-03-22	109.82031	BPP	0	1	0	0	0
2014-03-23	109.83141	BPP	0	1	0	0	0
2014-03-24	109.83189	BPP	0	1	0	0	0
2014-03-25	109.83261	BPP	0	1	0	0	0
2014-03-26	109.85071	BPP	0	1	0	0	0
2014-03-27	109.86815	BPP	0	1	0	0	0
2014-03-28	109.87531	BPP	0	1	0	0	0
2014-03-29	109.88834	BPP	0	1	0	0	0
2014-03-30	109.90858	BPP	0	1	0	0	0
2014-03-31	109.94298	BPP	0	1	0	0	0
2014-04-01	109.95443	BPP	0	1	0	0	0
2014-04-02	109.9809	BPP	0	1	0	0	0
2014-04-03	110.00031	BPP	0	1	0	0	0
2014-04-04	110.02016	BPP	0	1	0	0	0
2014-04-05	110.03003	BPP	0	1	0	0	0
2014-04-06	110.0331	BPP	0	1	0	0	0
2014-04-07	110.03751	BPP	0	1	0	0	0
2014-04-08	110.04574	BPP	0	1	0	0	0
2014-04-09	110.07199	BPP	0	1	0	0	0
2014-04-10	110.11605	BPP	0	1	0	0	0
2014-04-11	110.13551	BPP	0	1	0	0	0
2014-04-12	110.16275	BPP	0	1	0	0	0
2014-04-13	110.17804	BPP	0	1	0	0	0
2014-04-14	110.17703	BPP	0	1	0	0	0
2014-04-15	110.1734	BPP	0	1	0	0	0
2014-04-16	110.19754	BPP	0	1	0	0	0
2014-04-17	110.22742	BPP	0	1	0	0	0
2014-04-18	110.23724	BPP	0	1	0	0	0
2014-04-19	110.24839	BPP	0	1	0	0	0
2014-04-20	110.25666	BPP	0	1	0	0	0
2014-04-21	110.27732	BPP	0	1	0	0	0
2014-04-22	110.26714	BPP	0	1	0	0	0
2014-04-23	110.23844	BPP	0	1	0	0	0
2014-04-24	110.25719	BPP	0	1	0	0	0
2014-04-25	110.28178	BPP	0	1	0	0	0
2014-04-26	110.30469	BPP	0	1	0	0	0
2014-04-27	110.3193	BPP	0	1	0	0	0
2014-04-28	110.32504	BPP	0	1	0	0	0
2014-04-29	110.32559	BPP	0	1	0	0	0
2014-04-30	110.34014	BPP	0	1	0	0	0
2014-05-01	110.34415	BPP	0	1	0	0	0
2014-05-02	110.34499	BPP	0	1	0	0	0
2014-05-03	110.3251	BPP	0	1	0	0	0
2014-05-04	110.33999	BPP	0	1	0	0	0
2014-05-05	110.34495	BPP	0	1	0	0	0
2014-05-06	110.34086	BPP	0	1	0	0	0
2014-05-07	110.34522	BPP	0	1	0	0	0
2014-05-08	110.35378	BPP	0	1	0	0	0
2014-05-09	110.3511	BPP	0	1	0	0	0
2014-05-10	110.3468	BPP	0	1	0	0	0
2014-05-11	110.32442	BPP	0	1	0	0	0
2014-05-12	110.31925	BPP	0	1	0	0	0
2014-05-13	110.30907	BPP	0	1	0	0	0
2014-05-14	110.30402	BPP	0	1	0	0	0
2014-05-15	110.30114	BPP	0	1	0	0	0
2014-05-16	110.31956	BPP	0	1	0	0	0
2014-05-17	110.33377	BPP	0	1	0	0	0
2014-05-18	110.33179	BPP	0	1	0	0	0
2014-05-19	110.31129	BPP	0	1	0	0	0
2014-05-20	110.30969	BPP	0	1	0	0	0
2014-05-21	110.31474	BPP	0	1	0	0	0
2014-05-22	110.31699	BPP	0	1	0	0	0
2014-05-23	110.32697	BPP	0	1	0	0	0
2014-05-24	110.31405	BPP	0	1	0	0	0
2014-05-25	110.32592	BPP	0	1	0	0	0
2014-05-26	110.33724	BPP	0	1	0	0	0
2014-05-27	110.34299	BPP	0	1	0	0	0
2014-05-28	110.3354	BPP	0	1	0	0	0
2014-05-29	110.34295	BPP	0	1	0	0	0
2014-05-30	110.3541	BPP	0	1	0	0	0
2014-05-31	110.37111	BPP	0	1	0	0	0
2014-06-01	110.39277	BPP	0	1	0	0	0
2014-06-02	110.42445	BPP	0	1	0	0	0
2014-06-03	110.42818	BPP	0	1	0	0	0
2014-06-04	110.4354	BPP	0	1	0	0	0
2014-06-05	110.43723	BPP	0	1	0	0	0
2014-06-06	110.46487	BPP	0	1	0	0	0
2014-06-07	110.46775	BPP	0	1	0	0	0
2014-06-08	110.45357	BPP	0	1	0	0	0
2014-06-09	110.4474	BPP	0	1	0	0	0
2014-06-10	110.46082	BPP	0	1	0	0	0
2014-06-11	110.50277	BPP	0	1	0	0	0
2014-06-12	110.50458	BPP	0	1	0	0	0
2014-06-13	110.51363	BPP	0	1	0	0	0
2014-06-14	110.52969	BPP	0	1	0	0	0
2014-06-15	110.54498	BPP	0	1	0	0	0
2014-06-16	110.56126	BPP	0	1	0	0	0
2014-06-17	110.57416	BPP	0	1	0	0	0
2014-06-18	110.57231	BPP	0	1	0	0	0
2014-06-19	110.58714	BPP	0	1	0	0	0
2014-06-20	110.59752	BPP	0	1	0	0	0
2014-06-21	110.608	BPP	0	1	0	0	0
2014-06-22	110.60671	BPP	0	1	0	0	0
2014-06-23	110.62362	BPP	0	1	0	0	0
2014-06-24	110.6314	BPP	0	1	0	0	0
2014-06-25	110.64091	BPP	0	1	0	0	0
2014-06-26	110.6459	BPP	0	1	0	0	0
2014-06-27	110.64941	BPP	0	1	0	0	0
2014-06-28	110.65494	BPP	0	1	0	0	0
2014-06-29	110.64642	BPP	0	1	0	0	0
2014-06-30	110.65681	BPP	0	1	0	0	0
2014-07-01	110.6692	BPP	0	1	0	0	0
2014-07-02	110.66646	BPP	0	1	0	0	0
2014-07-03	110.66499	BPP	0	1	0	0	0
2014-07-04	110.66336	BPP	0	1	0	0	0
2014-07-05	110.65933	BPP	0	1	0	0	0
2014-07-06	110.65993	BPP	0	1	0	0	0
2014-07-07	110.6569	BPP	0	1	0	0	0
2014-07-08	110.65874	BPP	0	1	0	0	0
2014-07-09	110.67878	BPP	0	1	0	0	0
2014-07-10	110.67117	BPP	0	1	0	0	0
2014-07-11	110.64112	BPP	0	1	0	0	0
2014-07-12	110.61174	BPP	0	1	0	0	0
2014-07-13	110.60465	BPP	0	1	0	0	0
2014-07-14	110.59517	BPP	0	1	0	0	0
2014-07-15	110.581	BPP	0	1	0	0	0
2014-07-16	110.56025	BPP	0	1	0	0	0
2014-07-17	110.55219	BPP	0	1	0	0	0
2014-07-18	110.55479	BPP	0	1	0	0	0
2014-07-19	110.55957	BPP	0	1	0	0	0
2014-07-20	110.54673	BPP	0	1	0	0	0
2014-07-21	110.54315	BPP	0	1	0	0	0
2014-07-22	110.55093	BPP	0	1	0	0	0
2014-07-23	110.55216	BPP	0	1	0	0	0
2014-07-24	110.54241	BPP	0	1	0	0	0
2014-07-25	110.51374	BPP	0	1	0	0	0
2014-07-26	110.49267999999999	BPP	0	1	0	0	0
2014-07-27	110.50063	BPP	0	1	0	0	0
2014-07-28	110.50462	BPP	0	1	0	0	0
2014-07-29	110.50372	BPP	0	1	0	0	0
2014-07-30	110.46938	BPP	0	1	0	0	0
2014-07-31	110.47464	BPP	0	1	0	0	0
2014-08-01	110.45986	BPP	0	1	0	0	0
2014-08-02	110.45687	BPP	0	1	0	0	0
2014-08-03	110.44984	BPP	0	1	0	0	0
2014-08-04	110.47244	BPP	0	1	0	0	0
2014-08-05	110.46776	BPP	0	1	0	0	0
2014-08-06	110.50721	BPP	0	1	0	0	0
2014-08-07	110.50253	BPP	0	1	0	0	0
2014-08-08	110.48656	BPP	0	1	0	0	0
2014-08-09	110.50595	BPP	0	1	0	0	0
2014-08-10	110.51677	BPP	0	1	0	0	0
2014-08-11	110.5244	BPP	0	1	0	0	0
2014-08-12	110.53453	BPP	0	1	0	0	0
2014-08-13	110.55042	BPP	0	1	0	0	0
2014-08-14	110.55178	BPP	0	1	0	0	0
2014-08-15	110.54443	BPP	0	1	0	0	0
2014-08-16	110.55358	BPP	0	1	0	0	0
2014-08-17	110.53932	BPP	0	1	0	0	0
2014-08-18	110.54623	BPP	0	1	0	0	0
2014-08-19	110.54205	BPP	0	1	0	0	0
2014-08-20	110.60826	BPP	0	1	0	0	0
2014-08-21	110.61513	BPP	0	1	0	0	0
2014-08-22	110.61193	BPP	0	1	0	0	0
2014-08-23	110.61707	BPP	0	1	0	0	0
2014-08-24	110.61933	BPP	0	1	0	0	0
2014-08-25	110.64635	BPP	0	1	0	0	0
2014-08-26	110.6507	BPP	0	1	0	0	0
2014-08-27	110.69161	BPP	0	1	0	0	0
2014-08-28	110.69599	BPP	0	1	0	0	0
2014-08-29	110.68977	BPP	0	1	0	0	0
2014-08-30	110.6947	BPP	0	1	0	0	0
2014-08-31	110.70004	BPP	0	1	0	0	0
2014-09-01	110.71151	BPP	0	1	0	0	0
2014-09-02	110.71407	BPP	0	1	0	0	0
2014-09-03	110.72523	BPP	0	1	0	0	0
2014-09-04	110.73597	BPP	0	1	0	0	0
2014-09-05	110.73235	BPP	0	1	0	0	0
2014-09-06	110.73857	BPP	0	1	0	0	0
2014-09-07	110.74532	BPP	0	1	0	0	0
2014-09-08	110.75289	BPP	0	1	0	0	0
2014-09-09	110.74896	BPP	0	1	0	0	0
2014-09-10	110.72574	BPP	0	1	0	0	0
2014-09-11	110.70776	BPP	0	1	0	0	0
2014-09-12	110.70039	BPP	0	1	0	0	0
2014-09-13	110.68532	BPP	0	1	0	0	0
2014-09-14	110.67117	BPP	0	1	0	0	0
2014-09-15	110.66898	BPP	0	1	0	0	0
2014-09-16	110.65595	BPP	0	1	0	0	0
2014-09-17	110.67944	BPP	0	1	0	0	0
2014-09-18	110.64087	BPP	0	1	0	0	0
2014-09-19	110.64371	BPP	0	1	0	0	0
2014-09-20	110.61697	BPP	0	1	0	0	0
2014-09-21	110.61287	BPP	0	1	0	0	0
2014-09-22	110.5996	BPP	0	1	0	0	0
2014-09-23	110.60464	BPP	0	1	0	0	0
2014-09-24	110.62341	BPP	0	1	0	0	0
2014-09-25	110.6246	BPP	0	1	0	0	0
2014-09-26	110.61735	BPP	0	1	0	0	0
2014-09-27	110.62005	BPP	0	1	0	0	0
2014-09-28	110.61671	BPP	0	1	0	0	0
2014-09-29	110.61935	BPP	0	1	0	0	0
2014-09-30	110.61616	BPP	0	1	0	0	0
2014-10-01	110.61529	BPP	0	1	0	0	0
2014-10-02	110.60956	BPP	0	1	0	0	0
2014-10-03	110.5931	BPP	0	1	0	0	0
2014-10-04	110.57623	BPP	0	1	0	0	0
2014-10-05	110.54395	BPP	0	1	0	0	0
2014-10-06	110.52646	BPP	0	1	0	0	0
2014-10-07	110.51352	BPP	0	1	0	0	0
2014-10-08	110.48833	BPP	0	1	0	0	0
2014-10-09	110.46671	BPP	0	1	0	0	0
2014-10-10	110.43584	BPP	0	1	0	0	0
2014-10-11	110.40593	BPP	0	1	0	0	0
2014-10-12	110.37612	BPP	0	1	0	0	0
2014-10-13	110.37283	BPP	0	1	0	0	0
2014-10-14	110.35031	BPP	0	1	0	0	0
2014-10-15	110.36794	BPP	0	1	0	0	0
2014-10-16	110.34261	BPP	0	1	0	0	0
2014-10-17	110.23956	BPP	0	1	0	0	0
2014-10-18	110.21094	BPP	0	1	0	0	0
2014-10-19	110.19056	BPP	0	1	0	0	0
2014-10-20	110.17963	BPP	0	1	0	0	0
2014-10-21	110.23676	BPP	0	1	0	0	0
2014-10-22	110.18517	BPP	0	1	0	0	0
2014-10-23	110.16998	BPP	0	1	0	0	0
2014-10-24	110.15694	BPP	0	1	0	0	0
2014-10-25	110.13699	BPP	0	1	0	0	0
2014-10-26	110.12008	BPP	0	1	0	0	0
2014-10-27	110.11243	BPP	0	1	0	0	0
2014-10-28	110.08267	BPP	0	1	0	0	0
2014-10-29	110.08871	BPP	0	1	0	0	0
2014-10-30	110.06518	BPP	0	1	0	0	0
2014-10-31	110.04759	BPP	0	1	0	0	0
2014-11-01	110.0489	BPP	0	1	0	0	0
2014-11-02	110.03625	BPP	0	1	0	0	0
2014-11-03	110.02458	BPP	0	1	0	0	0
2014-11-04	110.01709	BPP	0	1	0	0	0
2014-11-05	110.06174	BPP	0	1	0	0	0
2014-11-06	110.04678	BPP	0	1	0	0	0
2014-11-07	110.03231	BPP	0	1	0	0	0
2014-11-08	110.02982	BPP	0	1	0	0	0
2014-11-09	110.02298	BPP	0	1	0	0	0
2014-11-10	110.01507	BPP	0	1	0	0	0
2014-11-11	110.02744	BPP	0	1	0	0	0
2014-11-12	109.9817	BPP	0	1	0	0	0
2014-11-13	109.97093	BPP	0	1	0	0	0
2014-11-14	109.96609	BPP	0	1	0	0	0
2014-11-15	109.94534	BPP	0	1	0	0	0
2014-11-16	109.92847	BPP	0	1	0	0	0
2014-11-17	109.91331	BPP	0	1	0	0	0
2014-11-18	109.88675	BPP	0	1	0	0	0
2014-11-19	109.90703	BPP	0	1	0	0	0
2014-11-20	109.8462	BPP	0	1	0	0	0
2014-11-21	109.82644	BPP	0	1	0	0	0
2014-11-22	109.76369	BPP	0	1	0	0	0
2014-11-23	109.74925	BPP	0	1	0	0	0
2014-11-24	109.72406	BPP	0	1	0	0	0
2014-11-25	109.72385	BPP	0	1	0	0	0
2014-11-26	109.70505	BPP	0	1	0	0	0
2014-11-27	109.67667	BPP	0	1	0	0	0
2014-11-28	109.67009	BPP	0	1	0	0	0
2014-11-29	109.6409	BPP	0	1	0	0	0
2014-11-30	109.6324	BPP	0	1	0	0	0
2014-12-01	109.60903	BPP	0	1	0	0	0
2014-12-02	109.60249	BPP	0	1	0	0	0
2014-12-03	109.56761	BPP	0	1	0	0	0
2014-12-04	109.54722	BPP	0	1	0	0	0
2014-12-05	109.51382	BPP	0	1	0	0	0
2014-12-06	109.4911	BPP	0	1	0	0	0
2014-12-07	109.46316	BPP	0	1	0	0	0
2014-12-08	109.42783	BPP	0	1	0	0	0
2014-12-09	109.35545	BPP	0	1	0	0	0
2014-12-10	109.31264	BPP	0	1	0	0	0
2014-12-11	109.26515	BPP	0	1	0	0	0
2014-12-12	109.20547	BPP	0	1	0	0	0
2014-12-13	109.14071	BPP	0	1	0	0	0
2014-12-14	109.07963	BPP	0	1	0	0	0
2014-12-15	109.05014	BPP	0	1	0	0	0
2014-12-16	108.99923	BPP	0	1	0	0	0
2014-12-17	108.9453	BPP	0	1	0	0	0
2014-12-18	108.84417	BPP	0	1	0	0	0
2014-12-19	108.76675	BPP	0	1	0	0	0
2014-12-20	108.69863	BPP	0	1	0	0	0
2014-12-21	108.64452	BPP	0	1	0	0	0
2014-12-22	108.6072	BPP	0	1	0	0	0
2014-12-23	108.55825	BPP	0	1	0	0	0
2014-12-24	108.49265	BPP	0	1	0	0	0
2014-12-25	108.41817	BPP	0	1	0	0	0
2014-12-26	108.43707	BPP	0	1	0	0	0
